id,landmark_id,landmark_name,image_url,cluster1,cluster2,cluster3
79,36,Filmstaden Soder,landmark/Filmstaden Soder/3.jpg,2,2,1
80,37,Galerie des Glaces,landmark/Galerie des Glaces/1.jpg,3,1,0
81,37,Galerie des Glaces,landmark/Galerie des Glaces/2.jpg,2,2,1
82,37,Galerie des Glaces,landmark/Galerie des Glaces/3.jpg,1,2,0
83,38,Garden of the Groves,landmark/Garden of the Groves/1.jpg,3,1,2
84,38,Garden of the Groves,landmark/Garden of the Groves/2.jpg,1,2,0
85,38,Garden of the Groves,landmark/Garden of the Groves/3.jpg,3,0,2
86,39,Grand Canal Wharf,landmark/Grand Canal Wharf/3.jpg,3,3,2
87,40,Grote Markt,landmark/Grote Markt/1.jpg,1,2,0
88,40,Grote Markt,landmark/Grote Markt/2.jpg,1,2,1
89,40,Grote Markt,landmark/Grote Markt/3.jpg,1,2,0
90,41,Haagse Bos,landmark/Haagse Bos/1.jpg,1,2,0
91,41,Haagse Bos,landmark/Haagse Bos/3.jpg,1,3,3
92,42,Hacienda,landmark/Hacienda/2.jpg,2,1,0
93,42,Hacienda,landmark/Hacienda/3.jpg,2,0,0
94,43,Harischandra Ghat,landmark/Harischandra Ghat/1.jpg,1,3,1
95,43,Harischandra Ghat,landmark/Harischandra Ghat/2.jpg,1,1,3
96,43,Harischandra Ghat,landmark/Harischandra Ghat/3.jpg,1,1,3
97,44,HD Sport Center,landmark/HD Sport Center/1.jpg,3,3,0
98,44,HD Sport Center,landmark/HD Sport Center/2.jpg,3,1,1
99,44,HD Sport Center,landmark/HD Sport Center/3.jpg,3,1,3
100,45,Hof van Liere,landmark/Hof van Liere/1.jpg,2,1,2
101,45,Hof van Liere,landmark/Hof van Liere/2.jpg,2,3,3
102,45,Hof van Liere,landmark/Hof van Liere/3.jpg,1,3,3
103,46,Hulhumale' BBQ Beach,landmark/Hulhumale' BBQ Beach/1.jpg,3,2,0
104,47,Hulhumale' Main Road,landmark/Hulhumale' Main Road/2.jpg,2,3,2
105,47,Hulhumale' Main Road,landmark/Hulhumale' Main Road/3.jpg,3,1,3
106,48,Jardin Botanico,landmark/Jardin Botanico/1.jpg,1,2,1
107,48,Jardin Botanico,landmark/Jardin Botanico/2.jpg,3,1,1
108,49,Jeleni skok,landmark/Jeleni skok/1.jpg,2,3,2
109,49,Jeleni skok,landmark/Jeleni skok/2.jpg,1,3,0
110,50,Jernbanetorget,landmark/Jernbanetorget/1.jpg,2,0,3
111,50,Jernbanetorget,landmark/Jernbanetorget/2.jpg,1,1,1
112,50,Jernbanetorget,landmark/Jernbanetorget/3.jpg,2,1,0
113,51,Kalibata XXI,landmark/Kalibata XXI/2.jpg,2,3,3
114,51,Kalibata XXI,landmark/Kalibata XXI/3.jpg,1,3,3
115,52,Kavarna Tromostovje,landmark/Kavarna Tromostovje/1.jpg,1,3,1
116,53,Kitsilano Public Pool,landmark/Kitsilano Public Pool/1.jpg,2,0,0
117,53,Kitsilano Public Pool,landmark/Kitsilano Public Pool/2.jpg,2,1,3
118,53,Kitsilano Public Pool,landmark/Kitsilano Public Pool/3.jpg,3,2,2
119,54,Kornmarkt,landmark/Kornmarkt/1.jpg,1,0,3
120,54,Kornmarkt,landmark/Kornmarkt/3.jpg,3,3,1
121,55,Kungsholmstorg,landmark/Kungsholmstorg/1.jpg,1,1,3
122,55,Kungsholmstorg,landmark/Kungsholmstorg/3.jpg,3,0,2
123,56,La Chilenita,landmark/La Chilenita/1.jpg,2,2,1
124,56,La Chilenita,landmark/La Chilenita/2.jpg,2,3,0
125,56,La Chilenita,landmark/La Chilenita/3.jpg,1,1,2
126,57,La Muse,landmark/La Muse/1.jpg,3,1,2
127,57,La Muse,landmark/La Muse/2.jpg,2,1,0
128,57,La Muse,landmark/La Muse/3.jpg,0,0,3
129,58,Largo do Carmo,landmark/Largo do Carmo/1.jpg,0,0,3
130,58,Largo do Carmo,landmark/Largo do Carmo/2.jpg,1,0,2
131,58,Largo do Carmo,landmark/Largo do Carmo/3.jpg,1,3,2
132,59,Limelight,landmark/Limelight/1.jpg,1,1,0
133,59,Limelight,landmark/Limelight/2.jpg,3,0,2
134,59,Limelight,landmark/Limelight/3.jpg,3,3,1
135,60,Linko,landmark/Linko/2.jpg,3,2,1
136,61,Lisboa Story Centre,landmark/Lisboa Story Centre/1.jpg,1,3,2
137,61,Lisboa Story Centre,landmark/Lisboa Story Centre/3.jpg,2,3,3
138,62,Ljosanott,landmark/Ljosanott/1.jpg,2,3,2
139,62,Ljosanott,landmark/Ljosanott/2.jpg,1,3,3
140,62,Ljosanott,landmark/Ljosanott/3.jpg,2,1,0
141,63,Lost Lagoon,landmark/Lost Lagoon/1.jpg,2,1,1
142,63,Lost Lagoon,landmark/Lost Lagoon/2.jpg,2,2,1
143,63,Lost Lagoon,landmark/Lost Lagoon/3.jpg,1,0,3
144,64,Louisiane Brewhouse,landmark/Louisiane Brewhouse/2.jpg,2,1,2
145,64,Louisiane Brewhouse,landmark/Louisiane Brewhouse/3.jpg,1,3,1
146,65,Lovers Beach,landmark/Lovers Beach/1.jpg,0,2,1
147,65,Lovers Beach,landmark/Lovers Beach/2.jpg,3,3,2
148,65,Lovers Beach,landmark/Lovers Beach/3.jpg,1,0,1
149,66,Lucaya Beach,landmark/Lucaya Beach/1.jpg,3,2,0
150,66,Lucaya Beach,landmark/Lucaya Beach/3.jpg,1,2,3
151,67,Lux Golf Center,landmark/Lux Golf Center/1.jpg,3,1,2
152,67,Lux Golf Center,landmark/Lux Golf Center/3.jpg,3,1,2
153,68,Maa Kandu,landmark/Maa Kandu/2.jpg,1,2,1
154,68,Maa Kandu,landmark/Maa Kandu/3.jpg,1,0,0
155,69,Maafannu Buru,landmark/Maafannu Buru/2.jpg,2,0,0
156,69,Maafannu Buru,landmark/Maafannu Buru/3.jpg,0,2,2
157,70,Maafushi Jetty,landmark/Maafushi Jetty/1.jpg,0,3,2
158,70,Maafushi Jetty,landmark/Maafushi Jetty/2.jpg,2,1,3
159,71,Mal Artha Gading,landmark/Mal Artha Gading/1.jpg,1,0,3
160,71,Mal Artha Gading,landmark/Mal Artha Gading/2.jpg,1,3,1
161,71,Mal Artha Gading,landmark/Mal Artha Gading/3.jpg,3,1,2
162,72,Mandala,landmark/Mandala/1.jpg,1,3,0
163,72,Mandala,landmark/Mandala/2.jpg,2,1,1
164,72,Mandala,landmark/Mandala/3.jpg,1,3,3
165,73,Marex,landmark/Marex/1.jpg,1,3,1
166,73,Marex,landmark/Marex/2.jpg,1,0,2
167,74,Maxine,landmark/Maxine/1.jpg,1,3,1
168,74,Maxine,landmark/Maxine/2.jpg,1,2,3
169,74,Maxine,landmark/Maxine/3.jpg,3,1,3
170,75,Maybe Later,landmark/Maybe Later/1.jpg,1,1,1
171,75,Maybe Later,landmark/Maybe Later/2.jpg,3,1,3
172,75,Maybe Later,landmark/Maybe Later/3.jpg,3,1,3
173,76,Meir,landmark/Meir/1.jpg,1,1,3
174,76,Meir,landmark/Meir/2.jpg,2,2,1
175,76,Meir,landmark/Meir/3.jpg,1,1,2
176,77,MEO Arena,landmark/MEO Arena/1.jpg,1,1,3
177,77,MEO Arena,landmark/MEO Arena/2.jpg,2,1,1
178,77,MEO Arena,landmark/MEO Arena/3.jpg,2,2,1
179,78,Miniature World,landmark/Miniature World/1.jpg,1,1,2
180,78,Miniature World,landmark/Miniature World/2.jpg,3,2,1
181,78,Miniature World,landmark/Miniature World/3.jpg,1,2,1
182,79,MOJO,landmark/MOJO/1.jpg,2,0,2
183,80,Monticulo,landmark/Monticulo/1.jpg,1,0,0
184,80,Monticulo,landmark/Monticulo/2.jpg,1,3,0
185,80,Monticulo,landmark/Monticulo/3.jpg,1,1,0
186,81,Monument Grand-Duchesse Charlotte,landmark/Monument Grand-Duchesse Charlotte/1.jpg,2,1,0
187,81,Monument Grand-Duchesse Charlotte,landmark/Monument Grand-Duchesse Charlotte/2.jpg,2,1,1
188,81,Monument Grand-Duchesse Charlotte,landmark/Monument Grand-Duchesse Charlotte/3.jpg,1,2,1
189,82,Mulini beach,landmark/Mulini beach/1.jpg,2,1,2
190,82,Mulini beach,landmark/Mulini beach/2.jpg,1,0,2
191,82,Mulini beach,landmark/Mulini beach/3.jpg,1,3,1
192,83,Mulligan's,landmark/Mulligan's/2.jpg,3,1,3
193,84,Musee des beaux-arts de Montreal (MBAM),landmark/Musee des beaux-arts de Montreal (MBAM)/1.jpg,3,0,2
194,84,Musee des beaux-arts de Montreal (MBAM),landmark/Musee des beaux-arts de Montreal (MBAM)/2.jpg,3,0,0
195,84,Musee des beaux-arts de Montreal (MBAM),landmark/Musee des beaux-arts de Montreal (MBAM)/3.jpg,3,2,1
196,85,Museet for Samtidskunst,landmark/Museet for Samtidskunst/1.jpg,0,3,2
197,86,Museo Inka,landmark/Museo Inka/1.jpg,2,0,0
198,87,Muzeum Karlovy Vary,landmark/Muzeum Karlovy Vary/1.jpg,3,2,0
199,87,Muzeum Karlovy Vary,landmark/Muzeum Karlovy Vary/3.jpg,2,2,1
200,88,Mysore Palace,landmark/Mysore Palace/1.jpg,1,3,1
201,88,Mysore Palace,landmark/Mysore Palace/2.jpg,1,2,3
202,89,Nenea Iancu,landmark/Nenea Iancu/1.jpg,3,1,1
203,89,Nenea Iancu,landmark/Nenea Iancu/2.jpg,1,1,3
204,89,Nenea Iancu,landmark/Nenea Iancu/3.jpg,3,1,1
205,90,Niagara Falls (American Side),landmark/Niagara Falls (American Side)/1.jpg,2,1,0
206,90,Niagara Falls (American Side),landmark/Niagara Falls (American Side)/2.jpg,1,2,3
207,90,Niagara Falls (American Side),landmark/Niagara Falls (American Side)/3.jpg,1,1,3
208,91,Nikki Beach,landmark/Nikki Beach/1.jpg,3,1,2
209,91,Nikki Beach,landmark/Nikki Beach/2.jpg,3,1,1
210,91,Nikki Beach,landmark/Nikki Beach/3.jpg,2,1,0
211,92,Noel,landmark/Noel/1.jpg,1,3,2
212,93,Norrmalmstorg,landmark/Norrmalmstorg/1.jpg,2,2,1
213,93,Norrmalmstorg,landmark/Norrmalmstorg/2.jpg,1,2,3
214,93,Norrmalmstorg,landmark/Norrmalmstorg/3.jpg,1,3,2
215,94,Nybroplan,landmark/Nybroplan/1.jpg,1,3,1
216,94,Nybroplan,landmark/Nybroplan/2.jpg,1,2,3
217,94,Nybroplan,landmark/Nybroplan/3.jpg,1,3,0
218,95,O'Connell's,landmark/O'Connell's/2.jpg,3,0,1
219,96,Observation Deck,landmark/Observation Deck/1.jpg,2,1,3
220,96,Observation Deck,landmark/Observation Deck/3.jpg,3,1,1
221,97,Ocheuteal Beach-Otres Beach,landmark/Ocheuteal Beach-Otres Beach/1.jpg,1,1,1
222,97,Ocheuteal Beach-Otres Beach,landmark/Ocheuteal Beach-Otres Beach/2.jpg,2,0,0
223,97,Ocheuteal Beach-Otres Beach,landmark/Ocheuteal Beach-Otres Beach/3.jpg,2,1,0
224,98,Oinoscent,landmark/Oinoscent/1.jpg,2,2,2
225,98,Oinoscent,landmark/Oinoscent/2.jpg,1,2,1
226,98,Oinoscent,landmark/Oinoscent/3.jpg,1,3,3
227,99,Once Upon a Time Biblioteka,landmark/Once Upon a Time Biblioteka/1.jpg,1,1,2
228,99,Once Upon a Time Biblioteka,landmark/Once Upon a Time Biblioteka/2.jpg,2,1,1
229,99,Once Upon a Time Biblioteka,landmark/Once Upon a Time Biblioteka/3.jpg,3,1,3
230,100,Onda Restaurant,landmark/Onda Restaurant/1.jpg,1,1,1
231,100,Onda Restaurant,landmark/Onda Restaurant/2.jpg,1,0,3
232,101,Orloj,landmark/Orloj/2.jpg,3,1,1
233,102,Paradisbukta,landmark/Paradisbukta/1.jpg,3,3,2
234,102,Paradisbukta,landmark/Paradisbukta/2.jpg,3,3,2
235,102,Paradisbukta,landmark/Paradisbukta/3.jpg,1,2,0
236,103,Parc Jarry,landmark/Parc Jarry/1.jpg,2,0,0
237,103,Parc Jarry,landmark/Parc Jarry/2.jpg,2,2,1
238,103,Parc Jarry,landmark/Parc Jarry/3.jpg,2,3,3
239,104,Park Way,landmark/Park Way/1.jpg,1,0,2
240,104,Park Way,landmark/Park Way/2.jpg,1,2,0
241,104,Park Way,landmark/Park Way/3.jpg,2,1,2
242,105,Parque Ingles,landmark/Parque Ingles/1.jpg,2,1,1
243,105,Parque Ingles,landmark/Parque Ingles/2.jpg,1,2,1
244,105,Parque Ingles,landmark/Parque Ingles/3.jpg,1,1,3
245,106,Parque Las Cuadras,landmark/Parque Las Cuadras/1.jpg,3,0,3
246,106,Parque Las Cuadras,landmark/Parque Las Cuadras/2.jpg,1,0,2
247,106,Parque Las Cuadras,landmark/Parque Las Cuadras/3.jpg,1,0,2
248,107,Parque Metropolitano Simon Bolivar,landmark/Parque Metropolitano Simon Bolivar/1.jpg,2,3,0
249,107,Parque Metropolitano Simon Bolivar,landmark/Parque Metropolitano Simon Bolivar/2.jpg,2,2,3
250,107,Parque Metropolitano Simon Bolivar,landmark/Parque Metropolitano Simon Bolivar/3.jpg,0,1,0
251,108,Parque Santa Ana,landmark/Parque Santa Ana/2.jpg,2,2,0
252,108,Parque Santa Ana,landmark/Parque Santa Ana/3.jpg,2,2,0
253,109,Pejaten Village,landmark/Pejaten Village/1.jpg,1,3,1
254,109,Pejaten Village,landmark/Pejaten Village/2.jpg,1,3,2
255,110,Phap Lam Pagoda,landmark/Phap Lam Pagoda/1.jpg,0,0,2
256,111,Pintxoteria Los Cojones,landmark/Pintxoteria Los Cojones/2.jpg,1,2,1
257,112,Pista Atletica Los Chasquis,landmark/Pista Atletica Los Chasquis/1.jpg,1,3,0
258,112,Pista Atletica Los Chasquis,landmark/Pista Atletica Los Chasquis/2.jpg,3,1,1
259,112,Pista Atletica Los Chasquis,landmark/Pista Atletica Los Chasquis/3.jpg,2,1,0
260,113,Place Bockstael,landmark/Place Bockstael/1.jpg,3,2,0
261,113,Place Bockstael,landmark/Place Bockstael/2.jpg,3,0,1
262,113,Place Bockstael,landmark/Place Bockstael/3.jpg,1,3,1
263,114,Place De L'etoile,landmark/Place De L'etoile/1.jpg,1,3,0
264,114,Place De L'etoile,landmark/Place De L'etoile/2.jpg,2,1,3
265,114,Place De L'etoile,landmark/Place De L'etoile/3.jpg,2,3,3
266,115,Place de la Cathedrale,landmark/Place de la Cathedrale/1.jpg,2,0,0
267,115,Place de la Cathedrale,landmark/Place de la Cathedrale/2.jpg,1,3,2
268,115,Place de la Cathedrale,landmark/Place de la Cathedrale/3.jpg,3,1,0
269,116,Place Du Parc,landmark/Place Du Parc/1.jpg,2,1,3
270,116,Place Du Parc,landmark/Place Du Parc/2.jpg,3,1,2
271,116,Place Du Parc,landmark/Place Du Parc/3.jpg,0,3,3
272,117,Place du Theatre,landmark/Place du Theatre/1.jpg,1,3,0
273,117,Place du Theatre,landmark/Place du Theatre/3.jpg,1,1,0
274,118,Place l'Europe,landmark/Place l'Europe/1.jpg,1,1,2
275,118,Place l'Europe,landmark/Place l'Europe/2.jpg,1,1,1
276,119,Playa El Medano,landmark/Playa El Medano/1.jpg,1,1,1
277,119,Playa El Medano,landmark/Playa El Medano/2.jpg,1,0,2
278,119,Playa El Medano,landmark/Playa El Medano/3.jpg,1,3,1
279,120,Plaza de Armas San Sebastian,landmark/Plaza de Armas San Sebastian/1.jpg,1,1,1
280,120,Plaza de Armas San Sebastian,landmark/Plaza de Armas San Sebastian/2.jpg,2,1,2
281,120,Plaza de Armas San Sebastian,landmark/Plaza de Armas San Sebastian/3.jpg,3,2,3
282,121,Plaza de Santo Domingo,landmark/Plaza de Santo Domingo/1.jpg,1,1,3
283,121,Plaza de Santo Domingo,landmark/Plaza de Santo Domingo/2.jpg,2,0,0
284,121,Plaza de Santo Domingo,landmark/Plaza de Santo Domingo/3.jpg,0,1,2
285,122,Plaza Limacpampa Grande,landmark/Plaza Limacpampa Grande/1.jpg,3,1,2
286,122,Plaza Limacpampa Grande,landmark/Plaza Limacpampa Grande/2.jpg,1,1,0
287,122,Plaza Limacpampa Grande,landmark/Plaza Limacpampa Grande/3.jpg,2,0,0
288,123,Plazoleta Espinar,landmark/Plazoleta Espinar/1.jpg,2,3,1
289,123,Plazoleta Espinar,landmark/Plazoleta Espinar/2.jpg,3,1,2
290,123,Plazoleta Espinar,landmark/Plazoleta Espinar/3.jpg,3,3,1
291,124,Pluit Village XXI,landmark/Pluit Village XXI/1.jpg,3,0,2
292,124,Pluit Village XXI,landmark/Pluit Village XXI/3.jpg,1,3,1
293,125,Puerto Paraiso,landmark/Puerto Paraiso/1.jpg,3,2,0
294,125,Puerto Paraiso,landmark/Puerto Paraiso/2.jpg,3,0,1
295,125,Puerto Paraiso,landmark/Puerto Paraiso/3.jpg,0,1,0
296,126,Recreation Beach,landmark/Recreation Beach/1.jpg,3,0,1
297,126,Recreation Beach,landmark/Recreation Beach/2.jpg,3,1,2
298,126,Recreation Beach,landmark/Recreation Beach/3.jpg,1,0,2
299,127,Redondel Jose Marti,landmark/Redondel Jose Marti/1.jpg,3,3,2
300,127,Redondel Jose Marti,landmark/Redondel Jose Marti/2.jpg,1,3,0
301,128,Regency Theatre,landmark/Regency Theatre/2.jpg,3,1,2
302,129,Residenzschloss,landmark/Residenzschloss/2.jpg,3,3,2
303,129,Residenzschloss,landmark/Residenzschloss/3.jpg,3,1,2
304,130,Restaurant Yungay Viejo,landmark/Restaurant Yungay Viejo/1.jpg,3,1,1
305,130,Restaurant Yungay Viejo,landmark/Restaurant Yungay Viejo/2.jpg,0,2,2
306,130,Restaurant Yungay Viejo,landmark/Restaurant Yungay Viejo/3.jpg,2,2,1
307,131,Rovinj Harbor,landmark/Rovinj Harbor/1.jpg,1,2,1
308,131,Rovinj Harbor,landmark/Rovinj Harbor/2.jpg,2,0,0
309,131,Rovinj Harbor,landmark/Rovinj Harbor/3.jpg,3,3,1
310,132,Sea Horse,landmark/Sea Horse/3.jpg,2,2,1
311,133,Secret Lake,landmark/Secret Lake/1.jpg,3,0,0
312,134,Sindicato,landmark/Sindicato/2.jpg,1,2,3
313,135,Sint-Baafsplein,landmark/Sint-Baafsplein/1.jpg,0,0,1
314,135,Sint-Baafsplein,landmark/Sint-Baafsplein/2.jpg,3,1,2
315,135,Sint-Baafsplein,landmark/Sint-Baafsplein/3.jpg,0,2,3
316,136,Site Oud Sint-Jan,landmark/Site Oud Sint-Jan/1.jpg,2,1,0
317,136,Site Oud Sint-Jan,landmark/Site Oud Sint-Jan/3.jpg,1,0,1
318,137,Skatepark Hollerich,landmark/Skatepark Hollerich/2.jpg,1,3,1
319,137,Skatepark Hollerich,landmark/Skatepark Hollerich/3.jpg,3,1,0
320,138,Soho,landmark/Soho/1.jpg,1,3,1
321,138,Soho,landmark/Soho/2.jpg,3,2,2
322,138,Soho,landmark/Soho/3.jpg,1,3,1
323,139,Sol e Pesca,landmark/Sol e Pesca/2.jpg,3,2,2
324,139,Sol e Pesca,landmark/Sol e Pesca/3.jpg,1,0,0
325,140,Starling Farm Kampot Pepper,landmark/Starling Farm Kampot Pepper/2.jpg,1,0,1
326,141,Strandslag 12,landmark/Strandslag 12/1.jpg,1,0,0
327,141,Strandslag 12,landmark/Strandslag 12/2.jpg,1,3,0
328,141,Strandslag 12,landmark/Strandslag 12/3.jpg,2,1,0
329,142,Stunning View,landmark/Stunning View/1.jpg,1,1,3
330,142,Stunning View,landmark/Stunning View/2.jpg,2,3,2
331,142,Stunning View,landmark/Stunning View/3.jpg,1,3,0
332,143,StureCompagniet,landmark/StureCompagniet/1.jpg,1,1,1
333,143,StureCompagniet,landmark/StureCompagniet/2.jpg,1,1,3
334,143,StureCompagniet,landmark/StureCompagniet/3.jpg,1,0,1
335,144,Sua Academia,landmark/Sua Academia/2.jpg,1,2,0
336,144,Sua Academia,landmark/Sua Academia/3.jpg,1,0,1
337,145,Suikerrui,landmark/Suikerrui/1.jpg,3,1,3
338,145,Suikerrui,landmark/Suikerrui/2.jpg,3,1,3
339,145,Suikerrui,landmark/Suikerrui/3.jpg,1,1,3
340,146,Sunset Park,landmark/Sunset Park/1.jpg,1,1,1
341,146,Sunset Park,landmark/Sunset Park/2.jpg,1,0,2
342,146,Sunset Park,landmark/Sunset Park/3.jpg,1,2,0
343,147,Sunter Mall,landmark/Sunter Mall/1.jpg,1,1,2
344,147,Sunter Mall,landmark/Sunter Mall/3.jpg,0,0,0
345,148,Sureyya Opera House,landmark/Sureyya Opera House/1.jpg,0,0,0
346,148,Sureyya Opera House,landmark/Sureyya Opera House/2.jpg,0,0,0
347,149,Suryauday Haveli Shivala Ghat,landmark/Suryauday Haveli Shivala Ghat/1.jpg,1,0,1
348,149,Suryauday Haveli Shivala Ghat,landmark/Suryauday Haveli Shivala Ghat/2.jpg,1,3,0
349,149,Suryauday Haveli Shivala Ghat,landmark/Suryauday Haveli Shivala Ghat/3.jpg,1,2,3
350,150,Sushibar + Wine,landmark/Sushibar + Wine/1.jpg,3,1,3
351,150,Sushibar + Wine,landmark/Sushibar + Wine/2.jpg,3,1,3
352,151,Swimming Pool @ Sheraton Maldives,landmark/Swimming Pool @ Sheraton Maldives/2.jpg,0,1,1
353,152,Sæmundur i Sparifotunum,landmark/Sæmundur i Sparifotunum/1.jpg,1,3,2
354,152,Sæmundur i Sparifotunum,landmark/Sæmundur i Sparifotunum/2.jpg,1,2,3
355,152,Sæmundur i Sparifotunum,landmark/Sæmundur i Sparifotunum/3.jpg,3,1,1
356,153,Teatro Mayor Julio Mario Santo Domingo,landmark/Teatro Mayor Julio Mario Santo Domingo/2.jpg,2,1,1
357,154,Tennis Spora,landmark/Tennis Spora/1.jpg,2,1,2
358,155,Terra,landmark/Terra/2.jpg,3,3,2
359,156,Terrapin Point,landmark/Terrapin Point/1.jpg,1,0,2
360,156,Terrapin Point,landmark/Terrapin Point/2.jpg,1,3,2
