landmark_name,image_url,cluster1,cluster2,cluster3
Lost Lagoon,landmark/Lost Lagoon/2.jpg
Lost Lagoon,landmark/Lost Lagoon/3.jpg
Louisiane Brewhouse,landmark/Louisiane Brewhouse/2.jpg
Louisiane Brewhouse,landmark/Louisiane Brewhouse/3.jpg
Lovers Beach,landmark/Lovers Beach/1.jpg
Lovers Beach,landmark/Lovers Beach/2.jpg
Lovers Beach,landmark/Lovers Beach/3.jpg
Lucaya Beach,landmark/Lucaya Beach/1.jpg
Lucaya Beach,landmark/Lucaya Beach/3.jpg
Lux Golf Center,landmark/Lux Golf Center/1.jpg
Lux Golf Center,landmark/Lux Golf Center/3.jpg
Maa Kandu,landmark/Maa Kandu/2.jpg
Maa Kandu,landmark/Maa Kandu/3.jpg
Maafannu Buru,landmark/Maafannu Buru/2.jpg
Maafannu Buru,landmark/Maafannu Buru/3.jpg
Maafushi Jetty,landmark/Maafushi Jetty/1.jpg
Maafushi Jetty,landmark/Maafushi Jetty/2.jpg
Mal Artha Gading,landmark/Mal Artha Gading/1.jpg
Mal Artha Gading,landmark/Mal Artha Gading/2.jpg
Mal Artha Gading,landmark/Mal Artha Gading/3.jpg
Mandala,landmark/Mandala/1.jpg
Mandala,landmark/Mandala/2.jpg
Mandala,landmark/Mandala/3.jpg
Marex,landmark/Marex/1.jpg
Marex,landmark/Marex/2.jpg
Maxine,landmark/Maxine/1.jpg
Maxine,landmark/Maxine/2.jpg
Maxine,landmark/Maxine/3.jpg
Maybe Later,landmark/Maybe Later/1.jpg
Maybe Later,landmark/Maybe Later/2.jpg
Maybe Later,landmark/Maybe Later/3.jpg
Meir,landmark/Meir/1.jpg
Meir,landmark/Meir/2.jpg
Meir,landmark/Meir/3.jpg
MEO Arena,landmark/MEO Arena/1.jpg
MEO Arena,landmark/MEO Arena/2.jpg
MEO Arena,landmark/MEO Arena/3.jpg
Miniature World,landmark/Miniature World/1.jpg
Miniature World,landmark/Miniature World/2.jpg
Miniature World,landmark/Miniature World/3.jpg
MOJO,landmark/MOJO/1.jpg
Monticulo,landmark/Monticulo/1.jpg
Monticulo,landmark/Monticulo/2.jpg
Monticulo,landmark/Monticulo/3.jpg
Monument Grand-Duchesse Charlotte,landmark/Monument Grand-Duchesse Charlotte/1.jpg
Monument Grand-Duchesse Charlotte,landmark/Monument Grand-Duchesse Charlotte/2.jpg
Monument Grand-Duchesse Charlotte,landmark/Monument Grand-Duchesse Charlotte/3.jpg
Mulini beach,landmark/Mulini beach/1.jpg
Mulini beach,landmark/Mulini beach/2.jpg
Mulini beach,landmark/Mulini beach/3.jpg
Mulligan's,landmark/Mulligan's/2.jpg
Musee des beaux-arts de Montreal (MBAM),landmark/Musee des beaux-arts de Montreal (MBAM)/1.jpg
Musee des beaux-arts de Montreal (MBAM),landmark/Musee des beaux-arts de Montreal (MBAM)/2.jpg
Musee des beaux-arts de Montreal (MBAM),landmark/Musee des beaux-arts de Montreal (MBAM)/3.jpg
Museet for Samtidskunst,landmark/Museet for Samtidskunst/1.jpg
Museo Inka,landmark/Museo Inka/1.jpg
Muzeum Karlovy Vary,landmark/Muzeum Karlovy Vary/1.jpg
Muzeum Karlovy Vary,landmark/Muzeum Karlovy Vary/3.jpg
Mysore Palace,landmark/Mysore Palace/1.jpg
Mysore Palace,landmark/Mysore Palace/2.jpg
Nenea Iancu,landmark/Nenea Iancu/1.jpg
Nenea Iancu,landmark/Nenea Iancu/2.jpg
Nenea Iancu,landmark/Nenea Iancu/3.jpg
Niagara Falls (American Side),landmark/Niagara Falls (American Side)/1.jpg
Niagara Falls (American Side),landmark/Niagara Falls (American Side)/2.jpg
Niagara Falls (American Side),landmark/Niagara Falls (American Side)/3.jpg
Nikki Beach,landmark/Nikki Beach/1.jpg
Nikki Beach,landmark/Nikki Beach/2.jpg
Nikki Beach,landmark/Nikki Beach/3.jpg
Noel,landmark/Noel/1.jpg
Norrmalmstorg,landmark/Norrmalmstorg/1.jpg
Norrmalmstorg,landmark/Norrmalmstorg/2.jpg
Norrmalmstorg,landmark/Norrmalmstorg/3.jpg
Nybroplan,landmark/Nybroplan/1.jpg
Nybroplan,landmark/Nybroplan/2.jpg
Nybroplan,landmark/Nybroplan/3.jpg
O'Connell's,landmark/O'Connell's/2.jpg
Observation Deck,landmark/Observation Deck/1.jpg
Observation Deck,landmark/Observation Deck/3.jpg
Ocheuteal Beach-Otres Beach,landmark/Ocheuteal Beach-Otres Beach/1.jpg
Ocheuteal Beach-Otres Beach,landmark/Ocheuteal Beach-Otres Beach/2.jpg
Ocheuteal Beach-Otres Beach,landmark/Ocheuteal Beach-Otres Beach/3.jpg
Oinoscent,landmark/Oinoscent/1.jpg
Oinoscent,landmark/Oinoscent/2.jpg
Oinoscent,landmark/Oinoscent/3.jpg
Once Upon a Time Biblioteka,landmark/Once Upon a Time Biblioteka/1.jpg
Once Upon a Time Biblioteka,landmark/Once Upon a Time Biblioteka/2.jpg
Once Upon a Time Biblioteka,landmark/Once Upon a Time Biblioteka/3.jpg
Onda Restaurant,landmark/Onda Restaurant/1.jpg
Onda Restaurant,landmark/Onda Restaurant/2.jpg
Orloj,landmark/Orloj/2.jpg
Paradisbukta,landmark/Paradisbukta/1.jpg
Paradisbukta,landmark/Paradisbukta/2.jpg
Paradisbukta,landmark/Paradisbukta/3.jpg
Parc Jarry,landmark/Parc Jarry/1.jpg
Parc Jarry,landmark/Parc Jarry/2.jpg
Parc Jarry,landmark/Parc Jarry/3.jpg
Park Way,landmark/Park Way/1.jpg
Park Way,landmark/Park Way/2.jpg
Park Way,landmark/Park Way/3.jpg
Parque Ingles,landmark/Parque Ingles/1.jpg
Parque Ingles,landmark/Parque Ingles/2.jpg
Parque Ingles,landmark/Parque Ingles/3.jpg
Parque Las Cuadras,landmark/Parque Las Cuadras/1.jpg
Parque Las Cuadras,landmark/Parque Las Cuadras/2.jpg
Parque Las Cuadras,landmark/Parque Las Cuadras/3.jpg
Parque Metropolitano Simon Bolivar,landmark/Parque Metropolitano Simon Bolivar/1.jpg
Parque Metropolitano Simon Bolivar,landmark/Parque Metropolitano Simon Bolivar/2.jpg
Parque Metropolitano Simon Bolivar,landmark/Parque Metropolitano Simon Bolivar/3.jpg
Parque Santa Ana,landmark/Parque Santa Ana/2.jpg
Parque Santa Ana,landmark/Parque Santa Ana/3.jpg
Pejaten Village,landmark/Pejaten Village/1.jpg
Pejaten Village,landmark/Pejaten Village/2.jpg
Phap Lam Pagoda,landmark/Phap Lam Pagoda/1.jpg
Pintxoteria Los Cojones,landmark/Pintxoteria Los Cojones/2.jpg
Pista Atletica Los Chasquis,landmark/Pista Atletica Los Chasquis/1.jpg
Pista Atletica Los Chasquis,landmark/Pista Atletica Los Chasquis/2.jpg
Pista Atletica Los Chasquis,landmark/Pista Atletica Los Chasquis/3.jpg
Place Bockstael,landmark/Place Bockstael/1.jpg
Place Bockstael,landmark/Place Bockstael/2.jpg
Place Bockstael,landmark/Place Bockstael/3.jpg
Place De L'etoile,landmark/Place De L'etoile/1.jpg
Place De L'etoile,landmark/Place De L'etoile/2.jpg
Place De L'etoile,landmark/Place De L'etoile/3.jpg
Place de la Cathedrale,landmark/Place de la Cathedrale/1.jpg
Place de la Cathedrale,landmark/Place de la Cathedrale/2.jpg
Place de la Cathedrale,landmark/Place de la Cathedrale/3.jpg
Place Du Parc,landmark/Place Du Parc/1.jpg
Place Du Parc,landmark/Place Du Parc/2.jpg
Place Du Parc,landmark/Place Du Parc/3.jpg
Place du Theatre,landmark/Place du Theatre/1.jpg
Place du Theatre,landmark/Place du Theatre/3.jpg
Place l'Europe,landmark/Place l'Europe/1.jpg
Place l'Europe,landmark/Place l'Europe/2.jpg
Playa El Medano,landmark/Playa El Medano/1.jpg
Playa El Medano,landmark/Playa El Medano/2.jpg
Playa El Medano,landmark/Playa El Medano/3.jpg
Plaza de Armas San Sebastian,landmark/Plaza de Armas San Sebastian/1.jpg
Plaza de Armas San Sebastian,landmark/Plaza de Armas San Sebastian/2.jpg
Plaza de Armas San Sebastian,landmark/Plaza de Armas San Sebastian/3.jpg
Plaza de Santo Domingo,landmark/Plaza de Santo Domingo/1.jpg
Plaza de Santo Domingo,landmark/Plaza de Santo Domingo/2.jpg
Plaza de Santo Domingo,landmark/Plaza de Santo Domingo/3.jpg
Plaza Limacpampa Grande,landmark/Plaza Limacpampa Grande/1.jpg
Plaza Limacpampa Grande,landmark/Plaza Limacpampa Grande/2.jpg
Plaza Limacpampa Grande,landmark/Plaza Limacpampa Grande/3.jpg
Plazoleta Espinar,landmark/Plazoleta Espinar/1.jpg
Plazoleta Espinar,landmark/Plazoleta Espinar/2.jpg
Plazoleta Espinar,landmark/Plazoleta Espinar/3.jpg
Pluit Village XXI,landmark/Pluit Village XXI/1.jpg
Pluit Village XXI,landmark/Pluit Village XXI/3.jpg
Puerto Paraiso,landmark/Puerto Paraiso/1.jpg
Puerto Paraiso,landmark/Puerto Paraiso/2.jpg
Puerto Paraiso,landmark/Puerto Paraiso/3.jpg
Recreation Beach,landmark/Recreation Beach/1.jpg
Recreation Beach,landmark/Recreation Beach/2.jpg
Recreation Beach,landmark/Recreation Beach/3.jpg
Redondel Jose Marti,landmark/Redondel Jose Marti/1.jpg
Redondel Jose Marti,landmark/Redondel Jose Marti/2.jpg
Regency Theatre,landmark/Regency Theatre/2.jpg
Residenzschloss,landmark/Residenzschloss/2.jpg
Residenzschloss,landmark/Residenzschloss/3.jpg
Restaurant Yungay Viejo,landmark/Restaurant Yungay Viejo/1.jpg
Restaurant Yungay Viejo,landmark/Restaurant Yungay Viejo/2.jpg
Restaurant Yungay Viejo,landmark/Restaurant Yungay Viejo/3.jpg
Rovinj Harbor,landmark/Rovinj Harbor/1.jpg
Rovinj Harbor,landmark/Rovinj Harbor/2.jpg
Rovinj Harbor,landmark/Rovinj Harbor/3.jpg
Sea Horse,landmark/Sea Horse/3.jpg
Secret Lake,landmark/Secret Lake/1.jpg
Sindicato,landmark/Sindicato/2.jpg
Sint-Baafsplein,landmark/Sint-Baafsplein/1.jpg
Sint-Baafsplein,landmark/Sint-Baafsplein/2.jpg
Sint-Baafsplein,landmark/Sint-Baafsplein/3.jpg
Site Oud Sint-Jan,landmark/Site Oud Sint-Jan/1.jpg
Site Oud Sint-Jan,landmark/Site Oud Sint-Jan/3.jpg
Skatepark Hollerich,landmark/Skatepark Hollerich/2.jpg
Skatepark Hollerich,landmark/Skatepark Hollerich/3.jpg
Soho,landmark/Soho/1.jpg
Soho,landmark/Soho/2.jpg
Soho,landmark/Soho/3.jpg
Sol e Pesca,landmark/Sol e Pesca/2.jpg
Sol e Pesca,landmark/Sol e Pesca/3.jpg
Starling Farm Kampot Pepper,landmark/Starling Farm Kampot Pepper/2.jpg
Strandslag 12,landmark/Strandslag 12/1.jpg
Strandslag 12,landmark/Strandslag 12/2.jpg
Strandslag 12,landmark/Strandslag 12/3.jpg
Stunning View,landmark/Stunning View/1.jpg
Stunning View,landmark/Stunning View/2.jpg
Stunning View,landmark/Stunning View/3.jpg
StureCompagniet,landmark/StureCompagniet/1.jpg
StureCompagniet,landmark/StureCompagniet/2.jpg
StureCompagniet,landmark/StureCompagniet/3.jpg
Sua Academia,landmark/Sua Academia/2.jpg
Sua Academia,landmark/Sua Academia/3.jpg
Suikerrui,landmark/Suikerrui/1.jpg
Suikerrui,landmark/Suikerrui/2.jpg
Suikerrui,landmark/Suikerrui/3.jpg
Sunset Park,landmark/Sunset Park/1.jpg
Sunset Park,landmark/Sunset Park/2.jpg
Sunset Park,landmark/Sunset Park/3.jpg
Sunter Mall,landmark/Sunter Mall/1.jpg
Sunter Mall,landmark/Sunter Mall/3.jpg
Sureyya Opera House,landmark/Sureyya Opera House/1.jpg
Sureyya Opera House,landmark/Sureyya Opera House/2.jpg
Suryauday Haveli Shivala Ghat,landmark/Suryauday Haveli Shivala Ghat/1.jpg
Suryauday Haveli Shivala Ghat,landmark/Suryauday Haveli Shivala Ghat/2.jpg
Suryauday Haveli Shivala Ghat,landmark/Suryauday Haveli Shivala Ghat/3.jpg
Sushibar + Wine,landmark/Sushibar + Wine/1.jpg
Sushibar + Wine,landmark/Sushibar + Wine/2.jpg
Swimming Pool @ Sheraton Maldives,landmark/Swimming Pool @ Sheraton Maldives/2.jpg
Sæmundur i Sparifotunum,landmark/Sæmundur i Sparifotunum/1.jpg
Sæmundur i Sparifotunum,landmark/Sæmundur i Sparifotunum/2.jpg
Sæmundur i Sparifotunum,landmark/Sæmundur i Sparifotunum/3.jpg
Teatro Mayor Julio Mario Santo Domingo,landmark/Teatro Mayor Julio Mario Santo Domingo/2.jpg
Tennis Spora,landmark/Tennis Spora/1.jpg
Terra,landmark/Terra/2.jpg
Terrapin Point,landmark/Terrapin Point/1.jpg
Terrapin Point,landmark/Terrapin Point/2.jpg
Terrapin Point,landmark/Terrapin Point/3.jpg
The Circus,landmark/The Circus/1.jpg
The Circus,landmark/The Circus/2.jpg
The Circus,landmark/The Circus/3.jpg
The Duke,landmark/The Duke/1.jpg
The Duke,landmark/The Duke/3.jpg
The Famine Memorial,landmark/The Famine Memorial/1.jpg
The Famine Memorial,landmark/The Famine Memorial/2.jpg
The Led Zephyr,landmark/The Led Zephyr/2.jpg
Tinguely-Brunnen,landmark/Tinguely-Brunnen/1.jpg
Tinguely-Brunnen,landmark/Tinguely-Brunnen/2.jpg
Top One Academia,landmark/Top One Academia/2.jpg
Umbrella,landmark/Umbrella/1.jpg
Umbrella,landmark/Umbrella/2.jpg
Umbrella,landmark/Umbrella/3.jpg
Vinpearl Cable Car,landmark/Vinpearl Cable Car/1.jpg
Vinpearl Cable Car,landmark/Vinpearl Cable Car/2.jpg
Vinpearl Cable Car,landmark/Vinpearl Cable Car/3.jpg
Vyhlidka Petra Velikeho,landmark/Vyhlidka Petra Velikeho/1.jpg
Vyhlidka Petra Velikeho,landmark/Vyhlidka Petra Velikeho/2.jpg
Vyhlidka Petra Velikeho,landmark/Vyhlidka Petra Velikeho/3.jpg
Whirlpool Rapids,landmark/Whirlpool Rapids/1.jpg
Whirlpool Rapids,landmark/Whirlpool Rapids/2.jpg
Yavuz Sultan Selim Cami,landmark/Yavuz Sultan Selim Cami/1.jpg
Yavuz Sultan Selim Cami,landmark/Yavuz Sultan Selim Cami/2.jpg
Ye Old Abbey Tavern,landmark/Ye Old Abbey Tavern/1.jpg
Zona VIP - K Urban Beach,landmark/Zona VIP - K Urban Beach/2.jpg
Zona VIP - K Urban Beach,landmark/Zona VIP - K Urban Beach/3.jpg
Zuidpark _ Koning Albertpark,landmark/Zuidpark _ Koning Albertpark/1.jpg
Zuidpark _ Koning Albertpark,landmark/Zuidpark _ Koning Albertpark/3.jpg
Государственный Кремлёвский дворец,landmark/Государственный Кремлёвский дворец/1.jpg
Государственный Кремлёвский дворец,landmark/Государственный Кремлёвский дворец/2.jpg
Государственный Кремлёвский дворец,landmark/Государственный Кремлёвский дворец/3.jpg
Зала _Универсиада_ (Universiada Hall),landmark/Зала _Универсиада_ (Universiada Hall)/2.jpg
Измайловский кремль,landmark/Измайловский кремль/1.jpg
Измайловский кремль,landmark/Измайловский кремль/2.jpg
Измайловский кремль,landmark/Измайловский кремль/3.jpg
Лубянская площадь,landmark/Лубянская площадь/1.jpg
Лубянская площадь,landmark/Лубянская площадь/2.jpg
Лубянская площадь,landmark/Лубянская площадь/3.jpg
Мавзолей В. И. Ленина,landmark/Мавзолей В. И. Ленина/1.jpg
Мавзолей В. И. Ленина,landmark/Мавзолей В. И. Ленина/2.jpg
Мавзолей В. И. Ленина,landmark/Мавзолей В. И. Ленина/3.jpg
Манежная площадь,landmark/Манежная площадь/1.jpg
Манежная площадь,landmark/Манежная площадь/2.jpg
Манежная площадь,landmark/Манежная площадь/3.jpg
Площадь Революции,landmark/Площадь Революции/1.jpg
Площадь Революции,landmark/Площадь Революции/2.jpg
Площадь Революции,landmark/Площадь Революции/3.jpg
Площадь у м. Третьяковская,landmark/Площадь у м. Третьяковская/1.jpg
Площадь у м. Третьяковская,landmark/Площадь у м. Третьяковская/2.jpg
Площадь у м. Третьяковская,landmark/Площадь у м. Третьяковская/3.jpg
Спортна София,landmark/Спортна София/1.jpg
Спортна София,landmark/Спортна София/2.jpg
Спортна София,landmark/Спортна София/3.jpg
Стадион Раковски (Rakovski Stadium),landmark/Стадион Раковски (Rakovski Stadium)/1.jpg
Стадион Раковски (Rakovski Stadium),landmark/Стадион Раковски (Rakovski Stadium)/2.jpg
Стадион Раковски (Rakovski Stadium),landmark/Стадион Раковски (Rakovski Stadium)/3.jpg
Тверская площадь,landmark/Тверская площадь/1.jpg
Тверская площадь,landmark/Тверская площадь/2.jpg
Тверская площадь,landmark/Тверская площадь/3.jpg
Триумфальная площадь,landmark/Триумфальная площадь/1.jpg
Триумфальная площадь,landmark/Триумфальная площадь/2.jpg
Триумфальная площадь,landmark/Триумфальная площадь/3.jpg
공묘와 국자감,landmark/공묘와 국자감/1.jpg
구 식물원,landmark/구 식물원/1.jpg
구 식물원,landmark/구 식물원/2.jpg
국가대극원,landmark/국가대극원/1.jpg
국가대극원,landmark/국가대극원/2.jpg
국가도서관,landmark/국가도서관/1.jpg
국가도서관,landmark/국가도서관/2.jpg
국가도서관,landmark/국가도서관/3.jpg
긴카쿠지(은각사),landmark/긴카쿠지(은각사)/1.jpg
긴카쿠지(은각사),landmark/긴카쿠지(은각사)/2.jpg
긴카쿠지(은각사),landmark/긴카쿠지(은각사)/3.jpg
까사 깔베뜨,landmark/까사 깔베뜨/1.jpg
까사 깔베뜨,landmark/까사 깔베뜨/2.jpg
나디스 재즈클럽,landmark/나디스 재즈클럽/1.jpg
나디스 재즈클럽,landmark/나디스 재즈클럽/2.jpg
나바스 거리,landmark/나바스 거리/1.jpg
나바스 거리,landmark/나바스 거리/2.jpg
난바 파크스,landmark/난바 파크스/1.jpg
난바 파크스,landmark/난바 파크스/2.jpg
난바 파크스,landmark/난바 파크스/3.jpg
노부 인터콘티넨탈,landmark/노부 인터콘티넨탈/1.jpg
노부 인터콘티넨탈,landmark/노부 인터콘티넨탈/2.jpg
노이어 마르크트,landmark/노이어 마르크트/1.jpg
누 이터리,landmark/누 이터리/1.jpg
누 이터리,landmark/누 이터리/2.jpg
누 이터리,landmark/누 이터리/3.jpg
니넨자카,landmark/니넨자카/1.jpg
니넨자카,landmark/니넨자카/2.jpg
니넨자카,landmark/니넨자카/3.jpg
더 레이크(센트럴 파크),landmark/더 레이크(센트럴 파크)/1.jpg
더 레이크(센트럴 파크),landmark/더 레이크(센트럴 파크)/2.jpg
더 무스 & 루 레스토랑,landmark/더 무스 & 루 레스토랑/1.jpg
더 무스 & 루 레스토랑,landmark/더 무스 & 루 레스토랑/2.jpg
더 울프하운드 아이리쉬 펍,landmark/더 울프하운드 아이리쉬 펍/1.jpg
데보드 신전,landmark/데보드 신전/1.jpg
데보드 신전,landmark/데보드 신전/2.jpg
덴포잔 대관람차,landmark/덴포잔 대관람차/1.jpg
덴포잔 대관람차,landmark/덴포잔 대관람차/2.jpg
동해대학,landmark/동해대학/1.jpg
동해대학,landmark/동해대학/2.jpg
동해대학,landmark/동해대학/3.jpg
두오모,landmark/두오모/1.jpg
두오모,landmark/두오모/2.jpg
디지,landmark/디지/1.jpg
디지,landmark/디지/2.jpg
롬바드 스트리트,landmark/롬바드 스트리트/1.jpg
롬바드 스트리트,landmark/롬바드 스트리트/2.jpg
롬바드 스트리트,landmark/롬바드 스트리트/3.jpg
루소의 아틀리에,landmark/루소의 아틀리에/1.jpg
루소의 아틀리에,landmark/루소의 아틀리에/2.jpg
리젠트 극장,landmark/리젠트 극장/1.jpg
마리아 루이사 공원,landmark/마리아 루이사 공원/1.jpg
마리아 루이사 공원,landmark/마리아 루이사 공원/2.jpg
마티니,landmark/마티니/1.jpg
메다 스파,landmark/메다 스파/1.jpg
메다 스파,landmark/메다 스파/2.jpg
메실라우 리조트,landmark/메실라우 리조트/1.jpg
모이스,landmark/모이스/1.jpg
